drug_key,drug,ae_score_x,total_prob,total_weighted_prob,n_ae,safety_drug,P_drug_gt_placebo,safety_score,efficacy_score,ae_score_y,safety_norm,efficacy_norm,ae_inverse_norm,composite_score,safety_used,efficacy_used,ae_used,ae_units,composite_used,avoid_rank_ae,avoid_rank_safety,avoid_rank_efficacy,avoid_rank_composite,delta_safety_vs_real,delta_efficacy_vs_real,delta_ae_vs_real
amobarbital,Amobarbital,,,,,0.608306,0.646805,0.608306,0.646805,5.176423520129172,0.0,0.4501145158868831,0.0,0.1800458063547532,0.608306,0.646805,,unweighted_total_prob,0.1800458063547532,,1.0,405.0,405.0,,,
amodiaquine,Amodiaquine,,,,,0.608306,0.693696,0.608306,0.693696,5.176423520129172,0.0,0.5250066281859214,0.0,0.2100026512743685,0.608306,0.693696,,unweighted_total_prob,0.2100026512743685,,1.0,648.0,648.0,,,
amorolfine,Amorolfine,,,,,0.608306,0.818893,0.608306,0.818893,5.176423520129172,0.0,0.7249654216324822,0.0,0.2899861686529929,0.608306,0.818893,,unweighted_total_prob,0.2899861686529929,,1.0,1279.0,1279.0,,,
amoxapine,Amoxapine,,,,,0.608306,0.551728,0.608306,0.551728,5.176423520129172,0.0,0.298261977850679,0.0,0.1193047911402716,0.608306,0.551728,,unweighted_total_prob,0.1193047911402716,,1.0,100.0,100.0,,,
amoxicillin,Amoxicillin,,,,,0.608306,0.621379,0.608306,0.621379,5.176423520129172,0.0,0.4095052977572774,0.0,0.1638021191029109,0.608306,0.621379,,unweighted_total_prob,0.1638021191029109,,1.0,309.0,309.0,,,
amphetamine,Amphetamine,,,,,0.608306,0.771524,0.608306,0.771524,5.176423520129172,0.0,0.6493098700875559,0.0,0.2597239480350223,0.608306,0.771524,,unweighted_total_prob,0.2597239480350223,,1.0,1064.0,1064.0,,,
amphotericin_b,Amphotericin_B,,,,,0.608306,0.817674,0.608306,0.817674,5.176423520129172,0.0,0.7230184918401441,0.0,0.2892073967360576,0.608306,0.817674,,unweighted_total_prob,0.2892073967360576,,1.0,1274.0,1274.0,,,
ampicillin,Ampicillin,,,,,0.608306,0.776758,0.608306,0.776758,5.176423520129172,0.0,0.6576693701147075,0.0,0.263067748045883,0.608306,0.776758,,unweighted_total_prob,0.263067748045883,,1.0,1100.0,1100.0,,,
amprenavir,Amprenavir,,,,,0.608306,0.849967,0.608306,0.849967,5.176423520129172,0.0,0.774595361228147,0.0,0.3098381444912588,0.608306,0.849967,,unweighted_total_prob,0.3098381444912588,,1.0,1372.0,1372.0,,,
amrinone,Amrinone,,,,,0.608306,0.698299,0.608306,0.698299,5.176423520129172,0.0,0.5323583245223713,0.0,0.2129433298089485,0.608306,0.698299,,unweighted_total_prob,0.2129433298089485,,1.0,666.0,666.0,,,
amsacrine,Amsacrine,,,,,0.608306,0.826321,0.608306,0.826321,5.176423520129172,0.0,0.7368290758551956,0.0,0.2947316303420783,0.608306,0.826321,,unweighted_total_prob,0.2947316303420783,,1.0,1304.0,1304.0,,,
anagrelide,Anagrelide,,,,,0.608306,0.760098,0.608306,0.760098,5.176423520129172,0.0,0.6310607972350084,0.0,0.2524243188940033,0.608306,0.760098,,unweighted_total_prob,0.2524243188940033,,1.0,995.0,995.0,,,
anastrozole,Anastrozole,,,,,0.608306,0.938387,0.608306,0.938387,5.176423520129172,0.0,0.91581565018511,0.0,0.366326260074044,0.608306,0.938387,,unweighted_total_prob,0.366326260074044,,1.0,1557.0,1557.0,,,
anisindione,Anisindione,,,,,0.608306,0.749124,0.608306,0.749124,5.176423520129172,0.0,0.6135336376442628,0.0,0.2454134550577051,0.608306,0.749124,,unweighted_total_prob,0.2454134550577051,,1.0,942.0,942.0,,,
antazoline,Antazoline,,,,,0.608306,0.627395,0.608306,0.627395,5.176423520129172,0.0,0.4191137716134762,0.0,0.1676455086453905,0.608306,0.627395,,unweighted_total_prob,0.1676455086453905,,1.0,333.0,333.0,,,
anthralin,Anthralin,,,,,0.608306,0.526275,0.608306,0.526275,5.176423520129172,0.0,0.2576096365837532,0.0,0.1030438546335012,0.608306,0.526275,,unweighted_total_prob,0.1030438546335012,,1.0,62.0,62.0,,,
antipyrine,Antipyrine,,,,,0.608306,0.684883,0.608306,0.684883,5.176423520129172,0.0,0.5109309167340134,0.0,0.2043723666936053,0.608306,0.684883,,unweighted_total_prob,0.2043723666936053,,1.0,598.0,598.0,,,
apixaban,Apixaban,,,,,0.608306,0.919792,0.608306,0.919792,5.176423520129172,0.0,0.8861165857974745,0.0,0.3544466343189898,0.608306,0.919792,,unweighted_total_prob,0.3544466343189898,,1.0,1529.0,1529.0,,,
apomorphine,Apomorphine,,,,,0.608306,0.730138,0.608306,0.730138,5.176423520129172,0.0,0.5832100863421037,0.0,0.2332840345368415,0.608306,0.730138,,unweighted_total_prob,0.2332840345368415,,1.0,836.0,836.0,,,
apremilast,Apremilast,,,,,0.608306,0.74208,0.608306,0.74208,5.176423520129172,0.0,0.6022832902634344,0.0,0.2409133161053737,0.608306,0.74208,,unweighted_total_prob,0.2409133161053737,,1.0,900.0,900.0,,,
aprepitant,Aprepitant,,,,,0.608306,0.811333,0.608306,0.811333,5.176423520129172,0.0,0.7128909431828708,0.0,0.2851563772731483,0.608306,0.811333,,unweighted_total_prob,0.2851563772731483,,1.0,1245.0,1245.0,,,
arformoterol,Arformoterol,,,,,0.608306,0.63369,0.608306,0.63369,5.176423520129172,0.0,0.4291678512219819,0.0,0.1716671404887927,0.608306,0.63369,,unweighted_total_prob,0.1716671404887927,,1.0,354.0,354.0,,,
aripiprazole,Aripiprazole,,,,,0.608306,0.791576,0.608306,0.791576,5.176423520129172,0.0,0.6813359867372394,0.0,0.2725343946948957,0.608306,0.791576,,unweighted_total_prob,0.2725343946948957,,1.0,1153.0,1153.0,,,
aripiprazole_lauroxi,Aripiprazole_lauroxi,,,,,0.608306,0.790502,0.608306,0.790502,5.176423520129172,0.0,0.6796206441638424,0.0,0.2718482576655369,0.608306,0.790502,,unweighted_total_prob,0.2718482576655369,,1.0,1148.0,1148.0,,,
